	System_index	System_name	Genes	Selection_pressure	p	q	Model_input	Rank_of_model_input	Mutation_count
197	19198	GO:0043202	94 genes including: BCAN,GLA,GUSB,VCAN,CD1E,GLB1,PRELP,GYG1,HPSE,GPC3,SCARB2,CTSS,SPACA7,GPC2,CTSV,TXNDC5,ARSB,GPC5,PPT2,HEXB,GPC6,CTSL,MAN2B2,SDC2,HSPA8	0.000233	0.1006	0.6127	0.669|0.592|0.553|0.513|0.506|0.489|0.486|0.413|0.369|0.353|0.347|0.336|0.329|0.322|0.312|0.305|0.276|0.259|0.252|0.226|0.22|0.21|0.206|0.203|0.179	383|555|657|811|844|918|936|1260|1525|1632|1676|1757|1805|1862|1933|1982|2222|2356|2422|2652|2705|2806|2843|2878|3135	11|8|7|20|10|6|6|6|6|6|7|5|4|6|4|7|5|9|4|3|7|4|8|3|8
198	18733	GO:0030139	289 genes including: RAPGEF6,ATP7A,LRP2,TLR7,MYO6,NLGN3,SGIP1,KIF5B,SH3KBP1,RAB9B,KIF16B,DPP4,ACTG1,RABEP1,GPR161,TF,CAV1,FCHO1,MCOLN1,SLC11A1,SNX3,ENTPD7,PIK3R4,ITSN1,CACNG3	0.000001	0.1017	0.6127	1.21|1.192|1.033|1.009|0.932|0.83|0.779|0.774|0.751|0.739|0.737|0.701|0.6|0.596|0.578|0.577|0.568|0.541|0.535|0.528|0.445|0.433|0.428|0.423|0.412	43|44|79|85|122|187|243|247|266|285|289|329|532|547|589|595|614|698|726|744|1095|1153|1177|1204|1274	23|18|39|17|14|13|11|12|12|7|19|9|6|9|8|10|5|9|7|6|4|7|10|12|5
199	18342	GO:0002116	PLXNA2,PLXNA3,NRP2,PLXNC1,PLXND1,PLXNB3,PLXNB2,PLXNA1,PLXNA4,PLXNB1,NRP1	0.000156	0.1020	0.6127	0.737|0.508|0.295|0.203|0.082|0.0|0.0|0.0|0.0|0.0|0.0	289|836|2059|2878|4214|18217|18217|18217|18217|18217|18217	19|14|10|10|7|9|7|8|15|7|6
200	18622	GO:0016010	DMD,KRT19,UTRN,SGCD,SNTB1,SGCB,SGCG,SGCA,MAGEE1,FKRP,SGCE,SSPN,CAV3,DAG1,PGM5,SNTA1,SNTB2,SNTG1,SNTG2,KRT8,SGCZ	0.000118	0.1027	0.6127	1.105|0.538|0.504|0.41|0.309|0.162|0.075|0.051|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0	58|711|851|1288|1955|3319|4305|4610|18217|18217|18217|18217|18217|18217|18217|18217|18217|18217|18217|18217|18217	50|7|29|5|6|4|3|3|8|0|2|0|1|2|10|1|1|7|5|2|2
201	19612	GO:0098576	HSPA8,BDH1,CTSA,NUCB1	0.000035	0.1031	0.6127	0.179|0.154|0.094|0.0	3135|3402|4085|18217	8|3|4|1
202	19297	GO:0044613	POM121,NUP62,POM121L2,NUP54,NUP153,NXT2,POM121L12,NUP214,NUP35,NXT1,NPAP1,NUTF2	0.000088	0.1033	0.6127	0.596|0.531|0.382|0.376|0.299|0.098|0.001|0.0|0.0|0.0|0.0|0.0	547|735|1450|1492|2026|4040|5308|18217|18217|18217|18217|18217	9|6|10|6|11|2|3|10|2|0|6|1
203	18358	GO:0005579	C7,C9,C6,C8A,C8B,C8G,C5	0.000067	0.1043	0.6127	0.65|0.418|0.238|0.0|0.0|0.0|0.0	422|1233|2528|18217|18217|18217|18217	10|8|10|4|4|1|11
204	18858	GO:0031371	RNF40,STUB1,UBE2V1,UBE2V2,UBE2A,UBE2B,RNF20,TMEM189-UBE2V1,UBE2N,UBE2U	0.000075	0.1046	0.6127	0.582|0.319|0.3|0.246|0.152|0.106|0.0|0.0|0.0|0.0	574|1885|2020|2470|3429|3953|18217|18217|18217|18217	9|4|3|3|2|2|9|0|0|0
205	18908	GO:0031941	36 genes including: MYO6,ACTG1,XIRP1,SMTN,FERMT1,NCKAP1,FLNA,DPYSL3,SPECC1L,SMTNL1,PKD2,MYO1A,PDLIM4,SMTNL2,ESPN,CARMIL1,TPM1,IQGAP2,SHROOM4,PRKCZ,FSCN1,FSCN2,FSCN3,FERMT2,KPTN	0.000103	0.1048	0.6127	0.932|0.6|0.561|0.494|0.473|0.42|0.338|0.312|0.292|0.282|0.276|0.214|0.198|0.185|0.038|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0	122|532|634|892|991|1219|1741|1933|2086|2161|2222|2768|2935|3077|4800|18217|18217|18217|18217|18217|18217|18217|18217|18217|18217	14|6|13|8|8|12|20|8|8|7|8|8|4|4|6|0|3|7|9|2|1|2|1|3|2
206	18790	GO:0030897	VPS41,VPS18,HOOK1,VPS33A,AKTIP,STX17,HOOK2,VPS39,VPS11,HOOK3,VPS16,VIPAS39,UVRAG,VPS33B	0.000054	0.1049	0.6127	0.523|0.371|0.354|0.259|0.086|0.073|0.068|0.0|0.0|0.0|0.0|0.0|0.0|0.0	761|1517|1628|2356|4165|4324|4381|18217|18217|18217|18217|18217|18217|18217	9|7|10|6|3|4|6|9|6|6|2|2|4|5
207	18233	GO:0000151	271 genes including: BRCA1,MED12,FBXW7,CDKN1B,CUL4B,MED1,WWP2,KLHL13,CBX8,RNF40,ANAPC5,DCAF17,SPOP,TRAF7,CUL7,DCAF5,PEF1,KLHL41,PINK1,RNF19A,TRIM21,FBXW8,DCAF11,ZSWIM4,DCAF12L1	0.000637	0.1066	0.6172	1.35|1.246|1.097|0.953|0.836|0.833|0.821|0.615|0.597|0.582|0.549|0.539|0.53|0.52|0.518|0.507|0.484|0.475|0.468|0.439|0.437|0.43|0.418|0.418|0.374	28|39|61|115|179|184|193|490|543|574|671|706|740|778|789|843|947|981|1018|1123|1134|1165|1233|1233|1500	27|29|17|10|14|14|13|9|7|9|9|7|7|7|15|7|5|6|6|9|8|7|7|9|7
208	18474	GO:0005794	1522 genes including: CDH1,PIK3R1,MUC17,AKAP9,WDR44,SRCAP,ATP7A,ABCA7,MUC4,F5,LRP2,ANKRD28,RPGR,TLR7,ASH1L,MYO6,CAMSAP2,F8,SYBU,NEDD9,NOTCH2,FMNL3,GCC2,PREPL,SYN1	0.000700	0.1071	0.6172	3.233|1.655|1.457|1.37|1.267|1.223|1.192|1.188|1.15|1.148|1.033|1.023|1.018|1.009|0.979|0.932|0.909|0.884|0.882|0.872|0.856|0.853|0.831|0.82|0.818	4|16|22|27|33|41|44|45|51|52|79|81|83|85|103|122|132|145|146|151|162|168|186|196|201	127|29|45|30|20|27|18|14|46|27|39|13|19|17|28|14|15|26|14|15|26|12|17|11|10
209	18227	GO:0000126	TBP,BRF1,TBPL2,TBPL1,BDP1,BRF2	0.000028	0.1072	0.6172	0.51|0.319|0.009|0.0|0.0|0.0	824|1885|5192|18217|18217|18217	6|6|4|0|13|2
210	19704	GO:1904724	55 genes including: FLG2,ILF2,CFP,IDH1,ALDOA,TNFAIP6,CTSS,B2M,FOLR3,YPEL5,LRG1,LYZ,PPBP,MMP9,MMP8,TCN1,ALDOC,CHIT1,CDA,CST3,PRSS3,CRISP3,METTL7A,OLFM4,GOLGA7	0.000179	0.1080	0.6188	0.957|0.671|0.659|0.504|0.463|0.394|0.336|0.327|0.324|0.312|0.292|0.208|0.206|0.179|0.165|0.07|0.068|0.06|0.036|0.027|0.016|0.0|0.0|0.0|0.0	112|381|402|851|1035|1375|1757|1823|1847|1933|2086|2822|2843|3135|3290|4356|4381|4485|4824|4936|5099|18217|18217|18217|18217	28|8|8|6|6|5|5|3|4|3|4|2|2|6|4|4|3|5|1|2|2|1|2|3|1
211	18429	GO:0005737	11341 genes including: TP53,PIK3CA,CDH1,MAP3K1,PTEN,MAP2K4,RUNX1,NCOR1,AKT1,BRCA2,PIK3R1,ERBB2,MYH9,VPS13C,HMCN1,TTN,MUC17,NF1,HUWE1,AKAP9,BRCA1,CASP8,ARID4B,PHKA2,WDR44	0.000003	0.1097	0.6255	4.24|4.156|3.233|2.779|2.456|2.138|2.112|1.987|1.712|1.688|1.655|1.61|1.609|1.552|1.53|1.49|1.457|1.437|1.422|1.37|1.35|1.337|1.298|1.271|1.267	1|2|4|5|7|8|9|10|13|14|16|17|18|19|20|21|22|23|24|27|28|29|30|31|33	346|346|127|89|58|42|40|50|27|29|29|30|30|30|61|189|45|37|38|30|27|18|18|22|20
212	18687	GO:0019866	492 genes including: CPS1,CYP11B2,LETM1,CYP11B1,TRA2B,LYN,CKMT2,ABCB8,YME1L1,HSPD1,ATP1B4,SLC25A18,STAT3,MRPL20,SLC25A32,ALDH18A1,OTC,ABCB10,PLA2G4A,PINK1,NDUFV1,GRPEL2,MRPL2,HSD3B2,NDUFS5	0.000018	0.1102	0.6255	0.974|0.802|0.709|0.691|0.688|0.631|0.618|0.613|0.601|0.595|0.529|0.521|0.501|0.496|0.49|0.489|0.476|0.474|0.471|0.468|0.465|0.463|0.462|0.451|0.443	106|218|320|354|360|454|484|498|528|549|742|773|863|883|911|918|976|986|1000|1018|1029|1035|1040|1070|1104	17|10|10|9|7|8|8|9|9|9|6|6|10|4|5|8|6|8|10|6|6|4|5|6|4
213	19367	GO:0061574	SART3,RNPS1,SAP18,ACIN1	0.000046	0.1113	0.6288	0.176|0.142|0.085|0.0	3165|3546|4180|18217	7|3|2|8
214	18979	GO:0032994	39 genes including: CLU,LSR,APOBR,PCYOX1,PON1,HDLBP,APOO,SAA1,PLA2G7,LIPC,VLDLR,APOF,APOL1,SAA2,APOA2,APOC3,PEX3,HPR,SELENOS,LCAT,PLTP,ABCA1,SAA4,SORL1,LDLR	0.000005	0.1123	0.6315	0.469|0.408|0.39|0.293|0.29|0.263|0.226|0.208|0.191|0.184|0.164|0.118|0.063|0.055|0.052|0.05|0.043|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0	1012|1304|1401|2075|2100|2328|2652|2822|3011|3089|3303|3822|4449|4549|4589|4621|4730|18217|18217|18217|18217|18217|18217|18217|18217	5|9|11|5|5|14|3|2|5|4|9|3|3|3|1|1|3|2|0|2|2|11|1|5|4
215	19333	GO:0046581	DPP4,ABCB11,ABCB4,STARD10,MTDH,ABCC2	0.000056	0.1153	0.6452	0.701|0.488|0.0|0.0|0.0|0.0	329|922|18217|18217|18217|18217	9|14|12|2|3|8
216	18223	GO:0000120	CD3EAP,TAF1A,TAF1D,TAF1B	0.000035	0.1158	0.6452	0.216|0.194|0.0|0.0	2747|2974|18217|18217	4|5|0|3
217	18283	GO:0000793	219 genes including: BRCA2,TTN,CTCF,BRCA1,MSH5,CENPE,ORC2,SYN1,STAG2,NUP107,CCDC155,MIS18BP1,ZNF207,KANSL1,SMC1B,REC8,PES1,ATRX,TOPBP1,HSF1,HORMAD1,RAD21,AHCTF1,STAG1,BLM	0.000053	0.1173	0.6505	1.688|1.49|1.393|1.35|1.022|0.867|0.848|0.818|0.65|0.617|0.599|0.57|0.543|0.522|0.519|0.503|0.496|0.496|0.496|0.491|0.488|0.485|0.485|0.469|0.462	14|21|25|28|82|156|172|201|422|486|537|605|690|768|784|853|883|883|883|906|922|941|941|1012|1040	29|189|21|27|11|25|10|10|18|11|8|12|7|10|10|8|6|24|13|5|6|7|28|15|16
218	18613	GO:0014701	CASQ2,TRDN,AKAP6,JPH4,RYR1,RYR2,JPH1,JPH2,JPH3	0.000015	0.1214	0.6699	0.65|0.542|0.193|0.0|0.0|0.0|0.0|0.0|0.0	422|696|2985|18217|18217|18217|18217|18217|18217	9|12|19|2|31|65|6|2|1
219	18723	GO:0030127	SEC31A,PEF1,SEC31B,SEC24C,KLHL12,PDCD6,SEC13,TMED7,TMED7-TICAM2,SAR1A,SAR1B,SEC23A,SEC24A,SEC24B,SEC24D,SEC23B	0.000052	0.1219	0.6699	0.637|0.484|0.363|0.264|0.203|0.184|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0	439|947|1571|2315|2878|3089|18217|18217|18217|18217|18217|18217|18217|18217|18217|18217	11|5|8|9|5|3|5|0|0|0|0|4|8|10|10|7
220	19355	GO:0060076	31 genes including: NLGN3,FGFR2,SYP,PDE4B,BSN,LRRTM1,SLC17A6,SLC17A7,SYT11,GRIN1,SRPX2,BAIAP2,NLGN1,SLC17A8,ELFN1,SHISA7,DLG4,ITGA3,DGKI,GRIA2,LRRC4,NETO1,NLGN4X,NLGN4Y,SYNDIG1	0.000045	0.1239	0.6741	0.83|0.755|0.585|0.58|0.528|0.362|0.218|0.2|0.165|0.142|0.135|0.042|0.006|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0	187|261|568|582|744|1580|2725|2913|3290|3546|3633|4741|5232|18217|18217|18217|18217|18217|18217|18217|18217|18217|18217|18217|18217	13|15|7|11|20|7|7|5|5|4|4|4|6|4|6|1|3|6|9|3|2|6|14|1|3
221	19320	GO:0045240	BCKDK,OGDHL,OGDH,DLST,DHTKD1,MRPS36,BCKDHA,BCKDHB,DBT,KAT2A,DLD,AC011462.1	0.000006	0.1247	0.6741	0.562|0.41|0.329|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0	631|1288|1805|18217|18217|18217|18217|18217|18217|18217|18217|18217	7|11|9|3|5|0|4|1|1|4|2|0
222	19179	GO:0042788	31 genes including: FMR1,LARP4B,EEF2,ZC3H15,RPL18A,PNPT1,RPL19,NUFIP2,RPL41,RPL18,RPL36,RPL31,RPL32,RPS21,RPS23,RPS26,RPS28,RPS29,NR0B1,RPL10A,RPL11,RPL24,RPL30,RPL36A,RPL38	0.000051	0.1249	0.6741	0.694|0.598|0.465|0.448|0.409|0.288|0.26|0.247|0.145|0.131|0.019|0.01|0.007|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0	346|538|1029|1086|1294|2107|2348|2459|3500|3672|5048|5180|5224|18217|18217|18217|18217|18217|18217|18217|18217|18217|18217|18217|18217	12|9|7|7|4|7|3|7|1|2|1|1|1|0|0|0|0|2|3|1|0|1|0|1|0
223	18274	GO:0000781	155 genes including: BRCA2,ORC2,MEN1,HNRNPA2B1,SLX4,CHEK2,ORC1,MCM7,CDC73,CCDC155,PHF12,ATRX,TOX4,HIST1H4L,HIST1H4J,BLM,HAT1,HIST1H2BB,XRCC1,MSH2,H3F3A,DDB1,HIST3H3,DYDC1,TERF2IP	0.000030	0.1249	0.6741	1.688|0.848|0.833|0.8|0.776|0.741|0.714|0.695|0.614|0.599|0.52|0.496|0.493|0.469|0.468|0.462|0.44|0.407|0.371|0.36|0.347|0.337|0.326|0.324|0.298	14|172|184|219|245|281|312|345|492|537|778|883|895|1012|1018|1040|1121|1312|1517|1593|1676|1749|1830|1847|2036	29|10|11|10|13|9|11|10|9|8|11|24|8|4|4|16|6|4|6|7|3|11|3|3|4
224	18605	GO:0010369	FMR1,PIWIL2,MBD6,SALL1,MBD5,AURKB,CBX5,CBX1,OIP5,TINF2,INCENP,CDCA8,ESCO2,SCMH1	0.000032	0.1259	0.6758	0.694|0.384|0.354|0.349|0.334|0.15|0.144|0.069|0.0|0.0|0.0|0.0|0.0|0.0	346|1438|1628|1658|1771|3449|3521|4365|18217|18217|18217|18217|18217|18217	12|10|10|14|13|2|2|4|1|0|6|1|2|6
225	18328	GO:0001739	SUZ12,EED,RNF2,PCGF2,H2AFY,RING1	0.000015	0.1271	0.6758	0.603|0.161|0.152|0.091|0.0|0.0	522|3334|3429|4115|18217|18217	9|4|3|3|2|1
226	18663	GO:0016607	394 genes including: AFF2,SF3B1,KMT2E,YLPM1,NRIP1,CRNKL1,LUC7L2,BCLAF1,PYHIN1,RUFY1,PIP5K1A,PRPF4B,WAC,GLYR1,SPRTN,EIF4A3,PACSIN2,ZMIZ1,THRAP3,WTAP,NFKBIZ,RBM15,PASD1,SPOP,HIF3A	0.000349	0.1272	0.6758	1.39|1.269|1.262|1.077|1.05|1.008|0.803|0.781|0.767|0.762|0.715|0.699|0.677|0.671|0.661|0.646|0.62|0.597|0.583|0.575|0.548|0.544|0.544|0.53|0.515	26|32|35|66|76|86|217|242|251|257|310|332|374|381|400|429|480|543|572|598|673|687|687|740|804	27|21|19|20|13|15|9|13|10|12|9|12|10|8|9|8|7|9|9|7|9|7|8|7|8
227	19676	GO:0120103	DCTN1,CEP170,ODF2,CCDC68,CCDC120,CNTRL,CEP128,KIF2A,NIN	0.000047	0.1277	0.6758	0.477|0.357|0.324|0.102|0.0|0.0|0.0|0.0|0.0	973|1606|1847|3992|18217|18217|18217|18217|18217	9|18|8|4|5|17|11|8|16
228	18624	GO:0016012	SGCD,SGCB,SGCG,SGCA,SGCE,SGCZ	0.000026	0.1280	0.6758	0.41|0.162|0.075|0.051|0.0|0.0	1288|3319|4305|4610|18217|18217	5|4|3|3|2|2
229	18305	GO:0000930	BRCA1,PDE4B,TUBGCP2,CKAP5,CEP290,MECP2,CENPJ,TUBG1,TUBG2,TUBGCP3,TUBGCP4,BLOC1S2,TUBGCP6,TOPORS,MARK4,MZT1,MZT2A,MZT2B,TUBGCP5,UXT,CDK5RAP2	0.000037	0.1293	0.6797	1.35|0.58|0.396|0.394|0.347|0.234|0.048|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0	28|582|1366|1375|1676|2575|4646|18217|18217|18217|18217|18217|18217|18217|18217|18217|18217|18217|18217|18217|18217	27|11|10|13|15|5|8|2|2|6|4|1|8|4|1|0|0|0|6|1|11
230	18826	GO:0031209	NCKAP1,ABI2,NCKAP1L,ABI1,BRK1,WASF1,CYFIP1,CYFIP2,WASF2	0.000046	0.1321	0.6911	0.42|0.305|0.207|0.146|0.019|0.011|0.0|0.0|0.0	1219|1982|2834|3489|5048|5169|18217|18217|18217	12|5|8|4|1|5|12|12|4
231	18585	GO:0008290	ADD2,CAPG,CAPZA2,MTPN,CAPZA1,CAPZA3,CAPZB,ADD1	0.000049	0.1331	0.6911	0.237|0.194|0.188|0.181|0.0|0.0|0.0|0.0	2541|2974|3046|3112|18217|18217|18217|18217	8|3|4|2|0|3|2|5
232	18347	GO:0002177	LRGUK,CCDC181,PPP1R42,ACTR1A,IQCG,C9orf24,RIMBP3,RIMBP3B,RIMBP3C	0.000076	0.1343	0.6911	0.524|0.367|0.202|0.133|0.0|0.0|0.0|0.0|0.0	757|1544|2885|3647|18217|18217|18217|18217|18217	11|7|3|4|5|1|3|0|0
233	18988	GO:0033093	ECE1,EDN1,UNC13D,VWF,RAB27A	0.000037	0.1343	0.6911	0.599|0.396|0.0|0.0|0.0	537|1366|18217|18217|18217	12|4|8|15|2
234	18967	GO:0032797	FMR1,GEMIN8,DDX20,GEMIN2,GEMIN6,GEMIN7,STRAP,GEMIN4,GEMIN5,SMN1,SMN2,ZPR1,IGHMBP2	0.000012	0.1344	0.6911	0.694|0.356|0.168|0.146|0.11|0.005|0.0|0.0|0.0|0.0|0.0|0.0|0.0	346|1615|3252|3489|3913|5250|18217|18217|18217|18217|18217|18217|18217	12|4|6|4|2|1|1|5|7|0|0|0|4
235	18434	GO:0005743	436 genes including: CPS1,CYP11B2,LETM1,CYP11B1,LYN,CKMT2,ABCB8,YME1L1,HSPD1,SLC25A18,STAT3,MRPL20,SLC25A32,ALDH18A1,OTC,ABCB10,PLA2G4A,PINK1,NDUFV1,GRPEL2,MRPL2,HSD3B2,NDUFS5,NDUFS2,MRPL18	0.000006	0.1349	0.6911	0.974|0.802|0.709|0.691|0.631|0.618|0.613|0.601|0.595|0.521|0.501|0.496|0.49|0.489|0.476|0.474|0.471|0.468|0.465|0.463|0.462|0.451|0.443|0.441|0.44	106|218|320|354|454|484|498|528|549|773|863|883|911|918|976|986|1000|1018|1029|1035|1040|1070|1104|1116|1121	17|10|10|9|8|8|9|9|9|6|10|4|5|8|6|8|10|6|6|4|5|6|4|6|4
236	19603	GO:0098554	THADA,SPPL3,PKD2,GNRH1,RPL27,PTPN1,DNAJA1,RPS29,RPS26,RPS28,HM13,SPPL2A,SPPL2B,SPPL2C	0.000019	0.1380	0.6914	0.851|0.414|0.276|0.224|0.119|0.047|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0	169|1252|2222|2667|3807|4670|18217|18217|18217|18217|18217|18217|18217|18217	18|6|8|2|2|3|3|2|0|0|3|2|0|3
237	19187	GO:0043034	DMD,KRT19,SVIL,FLNC,HOMER1,SYNM,SDC4,VCL,SMPX,FXR1,AHNAK,AHNAK2,KRT8,DAG1,PGM5,PLEC,ILK,ANK2,ANK3	0.000036	0.1381	0.6914	1.105|0.538|0.409|0.368|0.288|0.145|0.066|0.063|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0	58|711|1294|1535|2107|3500|4412|4449|18217|18217|18217|18217|18217|18217|18217|18217|18217|18217|18217	50|7|17|25|5|7|2|7|0|5|28|23|2|2|10|15|4|27|27
238	18504	GO:0005851	EIF2B2,EIF2B1,EIF2B4,EIF2B3,EIF2B5,EIF2S1	0.000040	0.1384	0.6914	0.327|0.219|0.184|0.0|0.0|0.0	1823|2717|3089|18217|18217|18217	4|4|5|3|5|2
239	19310	GO:0045120	TBP,HSF1,BLM,DPPA3,AURKA,EED,TET3,CBX1,HNRNPC,AKAP8,CENPF,HNRNPL,PLCZ1,CCNA2,EZH2,STPG4,RIF1,SLC2A1	0.000026	0.1385	0.6914	0.51|0.491|0.462|0.259|0.172|0.161|0.085|0.069|0.061|0.013|0.006|0.0|0.0|0.0|0.0|0.0|0.0|0.0	824|906|1040|2356|3203|3334|4180|4365|4475|5136|5232|18217|18217|18217|18217|18217|18217|18217	6|5|16|3|5|4|12|4|3|5|19|4|7|4|3|0|14|2
240	19339	GO:0048188	HCFC1,USF1,DYDC1,WDR82,RBBP5,DYDC2,ASH2L,WDR5,BPTF,DPY30,SETD1A,SETD1B,CXXC1	0.000046	0.1390	0.6914	0.743|0.462|0.324|0.269|0.226|0.049|0.0|0.0|0.0|0.0|0.0|0.0|0.0	279|1040|1847|2276|2652|4631|18217|18217|18217|18217|18217|18217|18217	16|5|3|4|5|2|7|2|14|0|1|5|1
241	19762	GO:1990851	LRP5,LRP6,FZD8,WNT3A	0.000033	0.1390	0.6914	0.289|0.195|0.0|0.0	2104|2960|18217|18217	12|12|1|2
242	18944	GO:0032391	35 genes including: RP1,USH2A,KIF17,TBCC,PDZD7,IQCB1,MYO7A,CEP290,WDR19,RPGRIP1,IFT52,FAM161A,KIFAP3,SPATA7,BBS4,MAK,RP1L1,USH1G,USH1C,IFT140,SEPT2,TSGA10IP,WHRN,GNAT1,TOPORS	0.000007	0.1393	0.6914	1.141|1.101|1.004|0.577|0.391|0.369|0.351|0.347|0.315|0.157|0.041|0.04|0.025|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0	54|59|88|595|1393|1525|1646|1676|1907|3372|4758|4769|4964|18217|18217|18217|18217|18217|18217|18217|18217|18217|18217|18217|18217	27|61|14|6|6|6|19|15|8|9|5|6|8|1|1|5|13|3|9|7|2|0|0|0|4
243	18376	GO:0005615	3167 genes including: CDH1,MYH9,VPS13C,HMCN1,TTN,HUWE1,EYS,ERBB3,MUC4,F5,EML5,LRP2,BCAS1,PKHD1L1,TGS1,TG,SHROOM2,CDC42BPA,CD5L,MYO6,SCN10A,MEGF8,HIST1H2BC,CAD,ESF1	0.000002	0.1397	0.6914	3.233|1.609|1.552|1.53|1.49|1.422|1.256|1.214|1.15|1.148|1.095|1.033|0.999|0.985|0.977|0.972|0.956|0.948|0.942|0.932|0.925|0.923|0.92|0.902|0.892	4|18|19|20|21|24|36|42|51|52|63|79|90|98|104|107|113|117|118|122|123|124|126|137|139	127|30|30|61|189|38|24|20|46|27|20|39|13|41|14|28|17|19|11|14|23|22|9|17|13
244	19552	GO:0097381	GRK1,OPN4,RGS9,PDE6A,RHO,GUCA1A,SPTBN5,ABCA4,OPN1SW,GRK4,GUCA1B,GUCA1C,GRK7,GNGT1,GUCY2D,GUCY2F,GNAT1,GNB1,PDE6B,PDE6G	0.000057	0.1401	0.6914	0.828|0.513|0.509|0.344|0.25|0.225|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0	188|811|832|1702|2435|2661|18217|18217|18217|18217|18217|18217|18217|18217|18217|18217|18217|18217|18217|18217	9|7|10|8|4|3|7|12|2|3|0|4|4|0|4|9|0|2|4|0
245	18577	GO:0008091	SPTA1,SPTB,SPTBN2,EPB41L2,SPTAN1,SPTBN1,SPTBN4,SPTBN5	0.000025	0.1417	0.6936	0.629|0.599|0.268|0.0|0.0|0.0|0.0|0.0	458|537|2285|18217|18217|18217|18217|18217	53|18|18|9|15|9|14|7
246	19418	GO:0070820	163 genes including: FLG2,DIAPH1,RHOA,ILF2,CFP,GPR84,NFASC,CD300A,SLC11A1,CR1,SNAP25,IDH1,DSP,ALDOA,NRAS,TNFAIP6,ITGB2,ATP11A,CTSS,B2M,FOLR3,YPEL5,SIRPA,LRG1,CEACAM8	0.000003	0.1419	0.6936	0.957|0.938|0.825|0.671|0.659|0.603|0.562|0.542|0.528|0.523|0.511|0.504|0.475|0.463|0.437|0.394|0.394|0.371|0.336|0.327|0.324|0.312|0.293|0.292|0.274	112|120|190|381|402|522|631|696|744|761|820|851|981|1035|1134|1375|1375|1517|1757|1823|1847|1933|2075|2086|2234	28|11|8|8|8|7|16|6|6|17|6|6|19|6|4|5|10|13|5|3|4|3|6|4|4
247	18963	GO:0032592	68 genes including: RHOT1,BID,ABCB10,PINK1,FUNDC1,CHCHD6,AGK,APOOL,APOO,MGARP,COA1,MPC1,MPC2,L2HGDH,TIMM17A,MCU,CPT1A,PPOX,MFF,FUNDC2,TMEM70,CHCHD3,BAK1,GDAP1,COX11	0.000008	0.1425	0.6936	0.62|0.567|0.474|0.468|0.351|0.32|0.263|0.24|0.226|0.213|0.201|0.199|0.192|0.183|0.169|0.152|0.131|0.119|0.094|0.094|0.073|0.051|0.033|0.005|0.0	480|619|986|1018|1646|1878|2328|2516|2652|2778|2901|2923|3005|3098|3239|3429|3672|3807|4085|4085|4324|4610|4861|5250|18217	8|6|8|6|3|4|4|4|3|3|2|2|2|3|2|3|8|6|3|2|2|2|2|4|0
248	19542	GO:0097227	SEPT6,SEPT12,DDX6,SEPT2,SEPT4,SEPT7	0.000009	0.1432	0.6936	0.458|0.282|0.242|0.0|0.0|0.0	1052|2161|2503|18217|18217|18217	6|4|5|2|4|2
249	18943	GO:0032389	PMS1,MLH1,PMS2,MLH3,WRN	0.000015	0.1436	0.6936	0.782|0.379|0.133|0.0|0.0	240|1469|3647|18217|18217	11|8|8|12|8
250	18753	GO:0030529	56 genes including: NCL,HNRNPA2B1,G3BP2,TRA2B,PABPC3,CELF2,G3BP1,RBM24,RBMXL1,RBMS1,SNRPG,TRA2A,HNRNPM,MSI2,MSI1,SLIRP,CIRBP,RBM38,CELF1,CELF3,CELF4,CELF5,CELF6,LSM7,RBMS2	0.000282	0.1440	0.6936	0.82|0.8|0.75|0.688|0.62|0.593|0.579|0.384|0.32|0.276|0.254|0.202|0.132|0.061|0.049|0.018|0.013|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0	196|219|270|360|480|553|584|1438|1878|2222|2397|2885|3665|4475|4631|5064|5136|18217|18217|18217|18217|18217|18217|18217|18217	11|10|8|7|8|9|7|4|5|5|2|3|5|3|3|1|1|1|4|3|3|2|1|0|2
