	brca_diff_log_ps5	luad_diff_log_ps5	ucec_diff_log_ps5	lgg_diff_log_ps5	hnsc_diff_log_ps5	prad_diff_log_ps5	thca_diff_log_ps5	lusc_diff_log_ps5	skcm_diff_log_ps5	stad_diff_log_ps5	ov_diff_log_ps5	blca_diff_log_ps5	gbm_diff_log_ps5	coad_diff_log_ps5	lihc_diff_log_ps5	kirc_diff_log_ps5	cesc_diff_log_ps5	kirp_diff_log_ps5	sarc_diff_log_ps5	laml_diff_log_ps5	esca_diff_log_ps5	pcpg_diff_log_ps5	paad_diff_log_ps5	tgct_diff_log_ps5	read_diff_log_ps5	thym_diff_log_ps5	acc_diff_log_ps5	meso_diff_log_ps5	uvm_diff_log_ps5	kich_diff_log_ps5	ucs_diff_log_ps5	dlbc_diff_log_ps5	chol_diff_log_ps5	pancancer_diff_log_ps5
ABHD4	0.0	0.0	0.0	0.122	0.0	0.0	0.438	0.0	0.0	0.0	0.0	0.0	0.072	0.0	0.0	0.0	0.0	0.0	0.013	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
ABHD5	0.0	0.0	0.0	0.0	0.115	0.0	0.139	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.046	0.0	0.0	0.0	0.101	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
ABHD6	0.275	0.0	0.0	0.0	0.0	0.103	0.147	0.0	0.0	0.0	0.0	0.0	0.134	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.154	0.0	0.12	0.0	0.0	0.0	0.125	0.0	0.0	0.0	0.0	0.0	0.0	0.0
ABHD8	0.0	0.0	0.0	0.128	0.139	0.526	0.0	0.0	0.0	0.0	0.0	0.0	0.298	0.0	0.061	0.0	0.217	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.149	0.0	0.0	0.0	0.0	0.0
ABI1	0.146	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.587	0.0	0.0	0.176	0.0	0.0	0.0	0.0	0.001	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.143	0.0	0.0	0.0	0.096	0.123	0.0	0.0
ABI2	0.305	0.0	0.0	0.0	0.0	0.0	0.077	0.0	0.0	0.0	0.308	0.268	0.477	0.0	0.074	0.149	0.0	0.0	0.0	0.0	0.0	0.0	0.212	0.0	0.022	0.0	0.0	0.152	0.0	0.0	0.0	0.0	0.0	0.0
ABI3	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.119	0.0	0.078	0.0	0.363	0.0	0.0	0.0	0.343	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.164	0.0
ABI3BP	0.677	1.228	1.028	0.0	0.0	0.042	0.041	0.882	0.0	0.303	0.0	0.262	0.0	1.002	0.0	0.0	0.0	0.16	0.019	0.0	0.0	0.0	0.0	0.0	0.0	0.084	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.002
ABL1	0.0	0.0	0.0	0.0	0.0	0.002	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.002	0.0	0.0	0.172	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.109	0.0	0.0	0.0	0.0
ABL2	0.375	0.626	0.867	0.0	0.0	0.0	0.0	0.903	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
ABLIM1	0.0	0.0	0.0	0.0	0.0	0.0	0.067	0.0	0.0	0.048	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.305	0.0	0.0	0.0	0.049	0.0	0.0	0.0	0.0	0.107	0.0	0.0
ABLIM2	0.0	0.0	0.0	0.0	0.0	0.0	0.158	0.0	0.0	0.0	0.223	0.0	0.0	0.261	0.0	0.09	0.0	0.141	0.0	0.065	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.1	0.0	0.0
ABLIM3	0.132	0.273	0.0	0.647	0.0	0.0	0.0	0.0	0.0	0.0	0.606	0.0	0.0	0.898	0.0	0.075	0.0	0.126	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.3	0.051	0.275	0.0	0.0	0.0	0.11	0.0	0.0
ABO	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
ABR	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.04	0.0	0.0	0.355	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.043	0.0	0.0	0.0
ABRA	0.0	0.295	0.0	0.0	0.0	0.033	0.095	0.0	0.748	0.0	0.359	0.196	0.327	0.0	0.255	0.0	0.0	0.058	0.224	0.0	0.0	0.0	0.214	0.0	0.016	0.0	0.0	0.0	0.0	0.0	0.107	0.0	0.0	0.0
ABRACL	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.091	0.0	0.0	0.0	0.109	0.0	0.0	0.096	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
ABT1	0.484	0.0	0.635	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.086	0.0	0.043	0.468	0.034	0.277	0.0	0.235	0.0	0.0	0.104	0.0	0.0	0.0	0.001	0.0	0.0	0.0	0.0	0.0	0.0	0.131	0.0	0.0
ABTB1	0.0	0.0	0.0	0.0	0.363	0.161	0.0	0.0	0.0	0.001	0.0	0.0	0.31	0.0	0.097	0.0	0.0	0.0	0.0	0.303	0.165	0.0	0.055	0.163	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
ABTB2	0.167	0.0	0.0	0.235	0.0	0.0	0.053	0.0	0.347	0.0	0.0	0.0	0.0	0.0	0.0	0.207	0.0	0.0	0.0	0.0	0.0	0.0	0.224	0.0	0.0	0.111	0.0	0.0	0.0	0.112	0.0	0.0	0.0	0.0
ACAA1	0.0	0.0	0.0	0.0	0.0	0.141	0.0	0.0	0.0	0.0	0.0	0.0	0.085	0.108	0.0	0.0	0.0	0.485	0.0	0.147	0.024	0.0	0.007	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
ACAA2	0.0	0.0	0.0	0.273	0.0	0.0	0.0	0.0	0.0	0.271	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.153	0.0	0.0	0.0	0.0	0.0	0.0	0.165	0.0	0.0	0.0	0.0	0.0	0.0
ACACA	0.287	0.0	0.676	0.695	0.0	0.0	0.0	0.0	0.0	0.625	0.0	0.0	0.0	0.0	0.066	0.357	0.449	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
ACACB	0.0	0.0	0.0	0.035	0.0	0.0	0.0	0.342	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.106	0.0	0.0	0.0	0.0	0.176	0.239	0.0	0.0	0.0	0.0	0.0	0.0	0.0
ACAD10	0.0	0.0	0.0	0.0	0.464	0.157	0.089	0.0	0.0	0.0	0.0	0.0	0.218	0.0	0.0	0.297	0.0	0.144	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.211	0.0	0.0	0.0	0.0	0.0	0.0	0.0
ACAD11	0.125	0.387	0.575	0.0	0.035	0.0	0.0	0.0	1.24	0.242	0.154	0.268	0.046	0.0	0.46	0.0	0.457	0.0	0.0	0.121	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.821
ACAD8	0.0	0.295	0.0	0.0	0.144	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.013	0.032	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
ACAD9	0.0	0.0	0.0	0.0	0.0	0.0	0.027	0.112	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.013	0.0	0.0	0.0	0.0	0.0	0.218	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
ACADL	0.0	0.0	0.128	0.0	0.121	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.035	0.0	0.0	0.368	0.045	0.0	0.183	0.0	0.024	0.0	0.201	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
ACADM	0.0	0.177	0.0	0.0	0.0	0.0	0.0	0.228	0.0	0.649	0.04	0.0	0.052	0.0	0.069	0.018	0.108	0.23	0.0	0.0	0.0	0.153	0.044	0.145	0.517	0.0	0.0	0.0	0.0	0.0	0.0	0.153	0.0	0.0
ACADS	0.0	0.0	0.0	0.203	0.0	0.134	0.0	0.0	0.0	0.0	0.182	0.0	0.428	0.0	0.0	0.245	0.0	0.0	0.044	0.125	0.0	0.0	0.076	0.0	0.13	0.0	0.116	0.0	0.0	0.0	0.0	0.0	0.0	0.0
ACADSB	0.398	0.0	0.0	0.0	0.0	0.155	0.0	0.0	0.0	0.0	0.074	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.13	0.141	0.064	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
ACADVL	0.0	0.0	0.427	0.0	0.039	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.015	0.0	0.0	0.0	0.0	0.0	0.0	0.039	0.131	0.0
ACAN	0.063	0.795	0.0	0.543	0.0	0.597	0.267	1.571	0.0	0.0	0.0	0.0	0.059	0.0	0.0	0.0	0.0	0.0	0.494	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
ACAP1	0.0	0.0	0.0	0.0	0.0	0.0	0.011	0.0	0.0	0.0	0.0	0.0	0.084	0.755	0.173	0.256	0.0	0.0	0.22	0.0	0.0	0.0	0.0	0.0	0.283	0.0	0.016	0.273	0.0	0.0	0.0	0.0	0.0	0.0
ACAP2	0.113	0.757	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.173	0.0	0.57	0.29	0.0	0.0	0.059	0.0	0.377	0.0	0.179	0.0	0.0	0.0	0.022	0.0	0.0	0.0	0.0	0.0	0.0	0.0
ACAP3	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.134	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.281	0.0	0.014	0.0	0.0
ACAT1	0.174	0.0	1.004	0.0	0.0	0.204	0.0	0.0	0.0	0.225	0.0	0.224	0.0	0.0	0.0	0.0	0.0	0.0	0.121	0.0	0.119	0.0	0.027	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
ACAT2	0.0	0.0	0.0	0.0	0.0	0.019	0.0	0.0	0.0	0.292	0.0	0.0	0.0	0.366	0.564	0.0	0.0	0.0	0.0	0.0	0.03	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
ACBD3	0.0	0.0	0.583	0.0	0.439	0.0	0.0	0.0	0.0	0.104	0.0	0.123	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.007	0.0	0.05	0.146	0.09	0.137	0.042	0.0	0.0	0.146	0.0	0.0	0.155	0.0
ACBD4	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.007	0.323	0.0	0.0	0.0	0.0	0.0	0.0	0.227	0.0	0.0	0.0	0.128	0.0	0.0	0.0	0.0	0.0	0.0	0.121	0.0	0.0	0.152	0.0	0.0	0.0	0.0
ACBD5	0.0	0.216	0.0	0.0	0.0	0.159	0.009	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.19	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.145	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
ACBD6	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.004	0.0	0.0	0.0	0.262	0.0	0.0	0.0	0.0	0.0	0.355	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
ACBD7	0.0	0.0	0.623	0.0	0.0	0.139	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.122	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
ACCS	0.0	0.228	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.787	0.0	0.0	0.015	0.0	0.21	0.0	0.018	0.178	0.208	0.0	0.0	0.0	0.0	0.0	0.136	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
ACCSL	0.262	0.15	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.128	0.268	0.0	0.465	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.095	0.0	0.0	0.0	0.247	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
ACD	0.0	0.0	0.243	0.0	0.0	0.0	0.096	0.029	0.0	0.174	0.0	0.0	0.0	0.109	0.0	0.345	0.0	0.0	0.07	0.0	0.143	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.166	0.0	0.0	0.0	0.0	0.0
ACE	0.0	0.0	0.0	0.044	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.08	0.083	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
ACE2	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.173	0.0	0.538	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.057	0.0	0.071	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.233	0.021	0.0	0.0
ACER1	0.0	0.252	0.682	0.174	0.0	0.0	0.143	0.14	0.0	0.0	0.0	0.0	0.015	0.539	0.0	0.096	0.0	0.618	0.054	0.0	0.0	0.0	0.114	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
ACER2	0.081	0.159	0.0	0.084	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.159	0.0	0.0	0.0	0.0	0.0	0.0	0.13	0.0	0.167	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
ACER3	0.361	0.0	0.0	0.0	0.002	0.081	0.0	0.0	0.0	0.0	0.005	0.039	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.142	0.0	0.0	0.0	0.169	0.0	0.0	0.0	0.162	0.0	0.0	0.0	0.0	0.0	0.0
ACHE	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.285	0.0	0.0	0.0	0.0	0.007	0.0	0.0	0.0	0.009	0.0	0.006	0.0	0.31	0.0	0.009	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.16	0.0
ACIN1	0.0	0.0	0.0	0.0	0.375	0.0	0.0	0.0	0.0	0.596	0.07	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.229	0.0	0.0	0.0	0.077	0.187	0.075	0.0	0.0	0.0	0.0	0.04	0.099	0.0	0.0	0.0
ACKR1	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
ACKR2	0.0	0.0	0.0	0.0	0.132	0.133	0.0	0.0	0.0	0.0	0.003	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.145	0.0	0.0	0.064	0.0	0.465	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
ACKR3	0.0	0.761	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.534	0.0	0.0	0.683	0.0	0.03	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.23	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
ACKR4	0.028	0.0	0.471	0.0	0.0	0.0	0.094	0.0	0.0	0.316	0.0	0.0	0.0	0.168	0.0	0.0	0.0	0.101	0.0	0.0	0.0	0.0	0.051	0.0	0.255	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
ACLY	0.339	0.0	0.0	0.149	0.0	0.0	0.024	0.0	0.0	0.0	0.183	0.0	0.0	0.446	0.0	0.421	0.0	0.05	0.187	0.0	0.0	0.0	0.107	0.117	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
ACMSD	0.0	0.0	0.0	0.0	0.342	0.0	0.0	0.28	0.0	0.0	0.0	0.0	0.206	0.406	0.0	0.0	0.0	0.21	0.0	0.0	0.0	0.0	0.0	0.158	0.143	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
ACO1	0.0	0.0	0.0	0.0	0.254	0.069	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.425	0.0	0.0	0.232	0.052	0.0	0.0	0.0	0.0	0.0	0.052	0.097	0.0	0.0	0.0	0.0	0.119	0.0	0.0
ACO2	0.317	0.0	0.0	0.151	0.0	0.0	0.0	0.0	0.0	0.354	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.158	0.052	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.11	0.0	0.0	0.0	0.0	0.092	0.0
ACOT1	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.163	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.025	0.0	0.03	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
ACOT11	0.53	0.0	0.0	0.253	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.12	0.246	0.103	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.144	0.0	0.0	0.0	0.0	0.0	0.0
ACOT12	0.0	0.0	0.0	0.0	0.07	0.0	0.021	0.0	0.607	0.0	0.0	0.022	0.0	0.058	0.217	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.287	0.0	0.0	0.0	0.0	0.126	0.0	0.099	0.0	0.0	0.0	0.0
ACOT13	0.016	0.024	0.092	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.106	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.104	0.17	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
ACOT2	0.0	0.0	0.0	0.0	0.064	0.0	0.0	0.322	0.0	0.0	0.12	0.162	0.137	0.0	0.0	0.258	0.022	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.154	0.0	0.0	0.0
ACOT4	0.0	0.0	0.0	0.199	0.0	0.0	0.0	0.033	0.0	0.0	0.0	0.048	0.434	0.0	0.0	0.0	0.0	0.01	0.0	0.0	0.049	0.0	0.018	0.0	0.0	0.0	0.07	0.0	0.0	0.0	0.0	0.0	0.0	0.0
ACOT6	0.0	0.141	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.051	0.063	0.0	0.0	0.0	0.0	0.0	0.098	0.0	0.0	0.0	0.0	0.0	0.392	0.0	0.0	0.174	0.0	0.0	0.0	0.0	0.0	0.0
ACOT7	0.0	0.0	0.0	0.0	0.0	0.0	0.083	0.0	0.0	0.0	0.205	0.0	0.0	0.419	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.072	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
ACOT8	0.16	0.0	0.0	0.0	0.176	0.0	0.0	0.146	0.0	0.112	0.0	0.0	0.16	0.0	0.0	0.257	0.245	0.0	0.0	0.0	0.0	0.0	0.014	0.0	0.006	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
ACOT9	0.326	0.0	0.0	0.213	0.0	0.0	0.0	0.0	0.0	0.0	0.002	0.0	0.097	0.0	0.0	0.0	0.0	0.0	0.0	0.131	0.03	0.0	0.0	0.152	0.0	0.0	0.088	0.0	0.0	0.0	0.0	0.0	0.0	0.0
ACOX1	0.0	0.461	0.0	0.0	0.0	0.0	0.0	0.192	0.0	0.0	0.0	0.0	0.0	0.226	0.0	0.0	0.0	0.0	0.0	0.0	0.023	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.112	0.0	0.0
ACOX2	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.422	0.0	0.0	0.418	0.0	0.0	0.214	0.012	0.0	0.0	0.0	0.153	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.067	0.0	0.0
ACOX3	0.0	0.0	0.0	0.177	0.0	0.0	0.0	0.0	0.0	0.242	0.0	0.0	0.0	0.0	0.0	0.0	0.011	0.211	0.0	0.0	0.0	0.0	0.0	0.0	0.105	0.0	0.0	0.0	0.0	0.0	0.0	0.087	0.0	0.0
ACOXL	0.335	0.0	0.0	0.041	0.274	0.0	0.072	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.115	0.0	0.0	0.0	0.142	0.287	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
ACP1	0.0	0.0	0.0	0.122	0.0	0.07	0.0	0.0	0.0	0.023	0.21	0.005	0.0	0.263	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.009	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
ACP2	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.419	0.0	0.0	0.031	0.0	0.0	0.169	0.0	0.0	0.0	0.152	0.008	0.0	0.0	0.0	0.0	0.131	0.0	0.0	0.162	0.0	0.0	0.0	0.0	0.0
ACP5	0.204	0.0	0.121	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.651	0.0	0.0	0.0	0.009	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.042	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
ACP6	0.239	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.351	0.0	0.301	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
ACP7	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
ACPP	0.536	0.0	0.0	0.443	0.0	0.0	0.0	0.0	0.0	0.0	0.369	0.0	0.0	0.0	0.619	0.0	0.0	0.0	0.038	0.0	0.12	0.0	0.0	0.0	0.198	0.0	0.131	0.0	0.0	0.0	0.089	0.0	0.0	0.0
ACPT	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.345	0.234	0.544	0.0	0.6	0.0	0.0	0.0	0.0	0.0	0.079	0.159	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.159	0.0	0.0
ACR	0.113	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.014	0.0	0.11	0.0	0.0	0.0	0.012	0.0	0.0	0.0	0.078	0.0	0.0	0.0	0.113	0.0	0.0	0.0	0.139	0.0	0.0	0.0
ACRBP	0.427	0.0	0.0	0.091	0.0	0.0	0.0	0.401	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.158	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.126	0.0	0.0	0.0	0.0	0.0	0.0
ACRV1	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.069	0.0	0.0	0.0	0.0	0.0	0.0	0.037	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
ACSBG1	0.0	0.0	0.0	0.485	0.15	0.0	0.051	1.003	0.761	0.0	0.0	0.0	0.135	0.0	0.0	0.0	0.346	0.21	0.181	0.0	0.085	0.0	0.051	0.0	0.003	0.103	0.0	0.0	0.0	0.0	0.0	0.103	0.0	0.0
ACSBG2	0.0	0.0	1.298	0.064	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.005	0.0	0.0	0.0	0.429	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
ACSF2	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.21	0.0	0.0	0.0	0.031	0.0	0.0	0.0	0.106	0.422	0.804	0.321	0.126	0.263	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
ACSF3	0.0	0.557	0.0	0.207	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.239	0.0	0.185	0.0	0.335	0.405	0.022	0.0	0.0	0.0	0.196	0.0	0.0	0.0	0.0	0.128	0.107	0.0	0.0	0.0
ACSL1	0.0	0.025	0.0	0.0	0.0	0.125	0.0	0.0	0.0	0.0	0.152	0.0	0.0	0.0	0.0	0.0	0.0	0.046	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.13	0.391	0.0	0.0	0.0	0.0	0.0	0.0	0.0
ACSL3	0.0	0.0	1.168	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.394	0.097	0.0	0.0	0.0	0.0	0.0	0.225	0.0	0.0	0.0	0.0	0.096	0.125	0.0
ACSL4	0.0	0.393	0.736	0.377	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.031	0.0	0.0	0.0	0.23	0.0	0.383	0.0	0.0	0.0	0.178	0.0	0.0	0.0	0.0	0.106	0.0	0.0	0.108	0.0	0.0	0.0
ACSL5	0.0	0.0	0.996	0.0	0.0	0.0	0.0	0.0	0.0	0.5	0.0	0.091	0.0	0.03	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.116	0.0	0.0	0.116	0.0
ACSL6	0.0	0.858	0.182	0.305	0.0	0.085	0.082	0.925	0.0	0.0	0.026	0.0	0.0	0.0	0.0	0.452	0.0	0.0	0.546	0.0	0.037	0.0	0.0	0.082	0.067	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
