	System index	System clixo/louvain name	Genes	Selection pressure	p	q	Mutation model input	Rank of model input	Mutation count
297	21712	23311	PTPRC,ITGAL,IL6,CD27,CD28,CD2,LCP2,CD7,CD4,ICAM1,IL2RB,ITGB2,IL4,IL2,CSF2	0.000025	0.1007	0.7356	0.404|0.396|0.368|0.245|0.155|0.144|0.127|0.123|0.0|0.0|0.0|0.0|0.0|0.0|0.0	1136|1167|1299|2022|2685|2775|2923|2964|17469|17469|17469|17469|17469|17469|17469	16|17|5|6|3|5|5|3|3|7|3|7|0|1|0
298	22453	cut0.3-444	GDF11,SMAD4,BMP5,CNGB1,BMPR2,SMAD1,CRISPLD1,ACVRL1,ACVR1,BMPR1B,LGR4,RSPO3,SMAD5,SMAD9,BMP1,ACVR2B,ACVR2A,BMP2,GDF5,BMP3,BMP4,BMP6,BMP7,BMP8A,BMP8B,BMPR1A	0.000130	0.1008	0.7356	0.635|0.447|0.368|0.342|0.313|0.25|0.196|0.094|0.083|0.002|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0	470|963|1299|1435|1588|1999|2364|3230|3330|4163|17469|17469|17469|17469|17469|17469|17469|17469|17469|17469|17469|17469|17469|17469|17469|17469	8|8|7|14|10|5|7|5|6|5|6|0|0|3|5|2|1|1|4|2|1|5|4|1|3|3
299	22435	cut0.3-428	ZNF570,ZNF829,ZNF383,ZNF607,ZFP30,ZNF569,AIM1,ZNF585B,ZNF461,ZNF585A,ZNF420,ZNF568,ZNF527,ZNF573,MLH1	0.000073	0.1012	0.7356	0.462|0.352|0.277|0.262|0.261|0.177|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0	921|1383|1806|1911|1919|2535|17469|17469|17469|17469|17469|17469|17469|17469|17469	10|11|7|11|8|10|11|7|6|5|7|6|7|2|9
300	21508	23105	AUP1,EDEM3,UBE2J1,SYVN1,DERL2,OS9,FAM8A1,ERLEC1,SEL1L	0.000035	0.1012	0.7356	0.321|0.28|0.184|0.0|0.0|0.0|0.0|0.0|0.0	1539|1798|2466|17469|17469|17469|17469|17469|17469	7|9|5|1|2|5|4|5|9
301	22039	cut0.25-198	174 genes including: C8orf34,MYOM3,CKMT2,CORO6,AMPD1,SMCO1,KLHL40,PYGM,MYOT,CDH16,MYF5,ZNF106,SLC8A2,TXLNB,KLHL41,STAC3,TNNT1,MYL5,TNNI1,PITX3,UCP1,SYNPO2L,MYF6,CASQ2,MYPN,TMEM38A,ANKRD23,ABRA,FITM1,MYBPC1,LMOD2,MYOZ2,PKNOX2,SMTNL2,MYOZ1,ARPP21,PDE4DIP,MYLK3,DGCR6,PGAM2,CHRNA10,PADI2,ANKRD2,CSRP3,SGCG,TRIM55,ATP2A3,CACNA1S,CACNB1,UNC45B	0.003288	0.1016	0.7356	0.82|0.748|0.745|0.674|0.658|0.632|0.631|0.605|0.602|0.56|0.533|0.513|0.509|0.501|0.491|0.48|0.462|0.418|0.411|0.332|0.306|0.272|0.25|0.239|0.228|0.226|0.221|0.196|0.18|0.179|0.162|0.149|0.148|0.116|0.105|0.079|0.069|0.067|0.061|0.056|0.05|0.023|0.015|0.01|0.0|0.0|0.0|0.0|0.0|0.0	241|303|307|396|426|477|478|538|539|629|691|747|759|793|825|847|921|1077|1108|1482|1631|1847|1999|2063|2130|2154|2188|2364|2497|2510|2649|2737|2745|3016|3117|3361|3465|3488|3532|3582|3637|3926|4015|4079|17469|17469|17469|17469|17469|17469	12|19|10|10|10|7|10|14|10|13|9|14|11|7|8|8|7|5|5|5|5|7|5|7|16|5|5|5|4|13|7|4|5|5|3|8|44|9|3|4|4|8|4|2|0|2|7|10|5|7
302	21852	23452	DCAF12,COPS2,DCAF6,CUL1,COPS4,CUL2,CUL3,BRWD1,CUL4B,DCAF16,BTBD2,DCAF10,DTL,DDB1,COPS3,DCAF4,DCAF8,MDM2,HIST1H3A,TRPC4AP,COPS7B,DET1,DDA1,DDB2,CUL4A,LRR1,BTBD1,ERCC8,AMBRA1,DCAF11,PHIP,RFWD2,NEDD8,CRBN,GPS1,COPS5,COPS6,COPS7A,RBX1,COPS8,DCAF15	0.000072	0.1019	0.7356	1.094|0.754|0.57|0.48|0.461|0.401|0.386|0.352|0.298|0.276|0.265|0.241|0.188|0.083|0.048|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0	83|297|607|847|926|1150|1207|1383|1678|1812|1896|2047|2425|3330|3657|17469|17469|17469|17469|17469|17469|17469|17469|17469|17469|17469|17469|17469|17469|17469|17469|17469|17469|17469|17469|17469|17469|17469|17469|17469|17469	14|10|13|19|8|10|9|22|9|3|7|4|6|9|7|3|5|3|1|4|1|3|1|8|6|2|2|1|11|4|10|6|1|2|5|2|1|1|1|2|4
303	21012	22608	ETS1,THY1,IL12B,CD3D,CD3E,CD3G	0.000045	0.1020	0.7356	0.232|0.174|0.165|0.0|0.0|0.0	2102|2565|2623|17469|17469|17469	5|3|4|0|2|2
304	20166	21762	PADI4,S100A9,DEFA3,MMP9	0.000032	0.1021	0.7356	0.255|0.145|0.0|0.0	1956|2765|17469|17469	8|2|0|7
305	21295	22891	VPS37B,VPS37C,MVB12A,TSG101,UBAP1,VPS28,VPS37A	0.000025	0.1022	0.7356	0.577|0.282|0.061|0.0|0.0|0.0|0.0	589|1781|3532|17469|17469|17469|17469	7|4|4|3|4|3|3
306	20070	21666	EPS15,STON2,AP2M1,BMP2K	0.000023	0.1026	0.7356	0.271|0.252|0.0|0.0	1855|1982|17469|17469	12|8|2|11
307	20471	22067	MRPS22,MRPS6,MRPS35,MRPS16	0.000027	0.1027	0.7356	0.523|0.133|0.0|0.0	718|2865|17469|17469	7|2|3|0
308	20840	22436	PARVB,LIMS1,PARVA,RSU1,ILK	0.000018	0.1035	0.7389	0.286|0.2|0.0|0.0|0.0	1753|2330|17469|17469|17469	7|4|1|2|2
309	21332	22928	CCT6B,DTL,CCT7,CCT2,CCT4,PDCL3,TXNDC9	0.000008	0.1042	0.7400	0.493|0.188|0.153|0.084|0.0|0.0|0.0	818|2425|2708|3320|17469|17469|17469	8|6|8|5|0|1|1
310	20791	22387	DAB2,FANCL,FAAP100,CENPX,ITGB3BP	0.000016	0.1044	0.7400	0.374|0.364|0.0|0.0|0.0	1261|1326|17469|17469|17469	9|5|0|0|2
311	22041	cut0.25-201	577 genes including: RB1,CDKN1A,ATM,CDKN2A,ATAD5,ATR,PTEN,BRCA1,LRRCC1,ATAD2,MYO9A,PIBF1,E2F8,BRCA2,KIF15,NDC80,ALYREF,NUP107,C2CD3,BRIP1,BARD1,HAUS3,MCM4,AXIN2,CDC27,FBXO43,SMC2,TICRR,POLE,SMC4,DEPDC1,CENPT,TACC3,CDKN1B,OIP5,CCNE2,IPO9,HUS1B,PRC1,BLM,ANAPC5,TEX14,WDR62,NASP,PARPBP,CHEK2,MAP10,RAD51,RFC4,BUB1	0.007298	0.1048	0.7400	2.747|2.124|1.908|1.742|1.509|1.248|1.205|1.175|1.139|0.964|0.957|0.956|0.941|0.923|0.921|0.912|0.901|0.879|0.856|0.831|0.83|0.823|0.783|0.694|0.683|0.681|0.664|0.658|0.652|0.634|0.626|0.595|0.594|0.587|0.576|0.576|0.567|0.554|0.549|0.547|0.543|0.536|0.527|0.527|0.518|0.493|0.49|0.483|0.476|0.473	3|10|13|18|26|52|58|62|71|124|129|132|142|154|156|163|173|191|212|229|230|239|268|367|381|386|411|426|437|474|492|551|552|568|594|594|614|640|650|655|668|682|708|708|735|818|828|841|862|879	77|39|55|27|28|31|16|21|18|24|29|15|16|40|18|15|12|12|20|21|11|11|13|16|9|11|16|20|25|17|10|9|9|6|7|8|11|6|10|16|11|17|13|11|8|10|10|7|7|15
312	21388	22984	ELP4,DPH3,IKBKAP,ELP6,ELP2,CSNK1D,CSNK1E,ELP3	0.000018	0.1050	0.7400	0.496|0.181|0.121|0.0|0.0|0.0|0.0|0.0	805|2485|2971|17469|17469|17469|17469|17469	7|2|12|1|6|3|3|2
313	20214	21810	EGR1,SNAI1,EGR2,EGR3	0.000043	0.1059	0.7435	0.403|0.186|0.0|0.0	1142|2449|17469|17469	8|4|2|3
314	21232	22828	PSMB7,PSMB3,PSMB9,PSMA2,PSMA4,PSMB6,POMP	0.000016	0.1063	0.7435	0.151|0.099|0.087|0.0|0.0|0.0|0.0	2723|3173|3295|17469|17469|17469|17469	4|3|3|2|3|1|0
315	21602	23199	HNRNPA2B1,RBM14,HNRNPA1,HNRNPH1,HNRNPF,SKIV2L2,HNRNPU,HNRNPA0,SYNCRIP,HNRNPH2,U2AF2	0.000022	0.1065	0.7435	0.81|0.626|0.337|0.186|0.077|0.031|0.021|0.0|0.0|0.0|0.0	246|492|1459|2449|3386|3843|3950|17469|17469|17469|17469	11|7|7|5|4|11|9|3|2|2|4
316	21129	22725	USP8,STAM2,STAM,HGS,RNF11,UBC	0.000021	0.1075	0.7459	0.417|0.409|0.05|0.0|0.0|0.0	1082|1117|3637|17469|17469|17469	14|8|5|12|1|6
317	21935	cut0.15-48	313 genes including: LPA,CFHR4,F11,HAO2,DPYS,FMO3,CYP2A7,GYS2,SERPINC1,ADH6,F7,HMGCS2,PON1,ACSM5,CFHR2,ABCB4,PBLD,ITIH2,SLC2A2,SLCO1B1,CYP2A6,SLCO1A2,SAA4,ACOX2,ITIH1,GLYATL1,GSTA1,UGT2B11,CYP4A22,AKR1D1,LECT2,CPN2,ACY3,LRG1,CYP3A7,SULT2A1,SAA1,TM4SF4,CREB3L3,ETNPPL,TMPRSS6,ZPBP2,CYP2C19,CYP39A1,SLCO1B3,XYLB,RDH16,BHMT2,IGFBP1,DDC	0.001637	0.1076	0.7459	0.991|0.916|0.907|0.836|0.824|0.795|0.68|0.673|0.672|0.659|0.619|0.589|0.578|0.571|0.564|0.558|0.53|0.525|0.45|0.449|0.442|0.441|0.439|0.422|0.407|0.395|0.385|0.379|0.378|0.377|0.365|0.362|0.361|0.353|0.344|0.343|0.314|0.308|0.307|0.306|0.292|0.283|0.282|0.272|0.262|0.258|0.248|0.248|0.248|0.247	113|160|167|223|237|255|390|398|401|423|503|563|587|605|620|633|698|712|954|957|981|987|999|1065|1130|1172|1211|1236|1242|1248|1317|1334|1339|1376|1422|1426|1580|1619|1624|1631|1718|1776|1781|1847|1911|1939|2009|2009|2009|2012	19|12|10|10|13|12|11|13|8|7|9|9|7|10|7|10|7|11|8|10|8|10|4|10|10|8|5|5|9|6|4|7|8|6|9|4|3|4|6|6|7|6|7|4|11|7|5|5|4|5
318	20935	22531	EXOC1,DTNBP1,SNAPIN,LAMTOR2,EXOC6	0.000019	0.1080	0.7459	0.605|0.156|0.0|0.0|0.0	538|2678|17469|17469|17469	9|5|1|0|6
319	22475	cut0.3-465	110 genes including: NFE2L2,RHOA,FAM49A,LONRF2,FAM83G,HRASLS5,NBEA,FMN2,SACS,PGBD1,HEG1,TMX4,AGA,WNT16,MVB12B,KDELC1,BROX,NAP1L5,SCRN3,PRDM10,MAMDC2,WNT3A,ZNF154,TP53TG5,CNTLN,C1orf198,TTC33,C3orf38,KIAA0232,MRGPRF,TTC28,PNMA1,PNMAL1,AS3MT,GPM6B,ST6GALNAC3,KIAA1671,FAM69B,DNAH10OS,TENM3,CXADR,TMTC3,AMIGO1,KIF7,OAT,INMT,GALNT18,PTPRG,CNTN1,SNAP91	0.001008	0.1082	0.7459	1.584|1.462|0.669|0.644|0.533|0.487|0.464|0.438|0.412|0.401|0.397|0.36|0.331|0.31|0.31|0.305|0.178|0.148|0.144|0.119|0.115|0.092|0.068|0.063|0.031|0.018|0.014|0.01|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0	23|30|405|448|691|836|911|1006|1105|1150|1162|1341|1486|1605|1605|1639|2524|2745|2775|2992|3023|3254|3477|3519|3843|3985|4029|4079|17469|17469|17469|17469|17469|17469|17469|17469|17469|17469|17469|17469|17469|17469|17469|17469|17469|17469|17469|17469|17469|17469	26|19|8|7|12|6|19|26|42|9|15|7|6|6|6|6|5|3|4|8|6|4|6|4|17|4|3|3|10|2|0|3|5|3|1|5|0|1|0|0|4|7|1|5|1|1|3|13|10|6
320	21077	22673	YARS2,MRPL32,MRPL19,MRPL39,TRUB2,MRPL1	0.000025	0.1098	0.7520	0.461|0.252|0.0|0.0|0.0|0.0	926|1982|17469|17469|17469|17469	7|3|2|1|1|2
321	20632	22228	MRPL34,MRPL16,MRPL27,MRPL19,MRPL3	0.000021	0.1101	0.7520	0.339|0.185|0.0|0.0|0.0	1449|2455|17469|17469|17469	3|4|1|2|4
322	21779	23378	CCT6B,PDCL,MLST8,CCT6A,PDCD5,CCT7,CCT2,PPP4C,CCT5,TUBA1B,TUBA1C,DCAF7,CDC20,TCP1,WDR77,CCT3,CCT4,CCT8,PPP2CA,PPP2CB,TXNDC9	0.000014	0.1101	0.7520	0.493|0.466|0.349|0.243|0.18|0.153|0.084|0.068|0.043|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0	818|904|1395|2035|2497|2708|3320|3477|3697|17469|17469|17469|17469|17469|17469|17469|17469|17469|17469|17469|17469	8|6|5|6|3|8|5|4|6|3|3|3|4|3|3|6|0|4|2|2|1
323	20509	22105	SRCAP,VPS72,YEATS4,ACTR6	0.000007	0.1144	0.7789	0.387|0.104|0.0|0.0	1202|3123|17469|17469	34|5|1|1
324	20804	22400	EGF,MAPK3,MAPK1,RPS6KA1,RPS6KA2	0.000002	0.1160	0.7835	0.886|0.346|0.0|0.0|0.0	183|1411|17469|17469|17469	19|8|2|5|9
325	21969	cut0.2-66	375 genes including: LPA,PROS1,CFHR4,F11,HAO2,DPYS,FMO3,SLC27A2,CYP2A7,GYS2,SERPINC1,ADH6,F5,F7,HMGCS2,PON1,ACSM5,CFHR2,ABCB4,PBLD,ITIH2,SLC2A2,CYP2A6,SLCO1A2,SAA4,ACOX2,FCN3,ITIH1,GLYATL1,GSTA1,CYP4A22,FMO4,AKR1D1,LECT2,CPN2,ACY3,LRG1,CYP3A7,SULT2A1,GC,SAA1,TM4SF4,CREB3L3,ETNPPL,TMPRSS6,CYP2C19,AHSG,CYP39A1,SLCO1B3,XYLB	0.000705	0.1165	0.7835	0.991|0.96|0.916|0.907|0.836|0.824|0.795|0.696|0.68|0.673|0.672|0.659|0.648|0.619|0.589|0.578|0.571|0.564|0.558|0.53|0.525|0.45|0.442|0.441|0.439|0.422|0.415|0.407|0.395|0.385|0.378|0.377|0.377|0.365|0.362|0.361|0.353|0.344|0.343|0.321|0.314|0.308|0.307|0.306|0.292|0.282|0.281|0.272|0.262|0.258	113|127|160|167|223|237|255|364|390|398|401|423|443|503|563|587|605|620|633|698|712|954|981|987|999|1065|1088|1130|1172|1211|1242|1248|1248|1317|1334|1339|1376|1422|1426|1539|1580|1619|1624|1631|1718|1781|1790|1847|1911|1939	19|14|12|10|10|13|12|11|11|13|8|7|22|9|9|7|10|7|10|7|11|8|8|10|4|10|6|10|8|5|9|9|6|4|7|8|6|9|4|6|3|4|6|6|7|7|6|4|11|7
326	22455	cut0.3-447	RC3H1,BTG2,CNOT1,CNOT10,CNOT4,TNKS1BP1,CNOT6L,BTG1,BTG3,TNRC6A,CNOT8,TOB1,TOB2,RNF219,CNOT2,CNOT3,CNOT6,CNOT11,CNOT7,CNOT9,MEX3B,MEX3C	0.000038	0.1168	0.7835	1.012|0.722|0.607|0.31|0.207|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0	106|341|531|1605|2277|17469|17469|17469|17469|17469|17469|17469|17469|17469|17469|17469|17469|17469|17469|17469|17469|17469	20|7|24|8|7|14|3|3|1|18|2|6|2|5|4|10|3|2|0|0|3|2
327	20660	22256	RXRA,TRIM24,RARA,NR0B2,TADA3	0.000030	0.1172	0.7835	1.357|0.23|0.0|0.0|0.0	39|2117|17469|17469|17469	23|12|4|2|2
328	20638	22234	ATM,COG2,KNTC1,PDS5A,XPO7	0.000029	0.1178	0.7835	1.908|0.298|0.0|0.0|0.0	13|1678|17469|17469|17469	55|8|18|11|6
329	20437	22033	DCTN4,DCTN2,DCTN6,DCTN3	0.000010	0.1184	0.7835	0.197|0.145|0.0|0.0	2351|2765|17469|17469	6|5|0|1
330	20292	21888	C7orf50,HP1BP3,ZNF22,RBM28	0.000030	0.1188	0.7835	0.347|0.156|0.0|0.0	1404|2678|17469|17469	4|5|1|5
331	21568	23165	CFB,APOA4,APOA2,ORM1,C9,C6,ORM2,CP,C5,SERPINA1	0.000005	0.1195	0.7835	0.237|0.23|0.178|0.13|0.039|0.0|0.0|0.0|0.0|0.0	2075|2117|2524|2894|3737|17469|17469|17469|17469|17469	10|5|3|2|8|9|1|6|9|1
332	21591	23188	DNA2,UBE2T,MAD2L1,CDCA5,KIF11,CDC45,ORC1,NCAPG,GINS2,SKA1,ORC6	0.000043	0.1197	0.7835	0.2|0.17|0.15|0.144|0.122|0.111|0.0|0.0|0.0|0.0|0.0	2330|2594|2730|2775|2968|3055|17469|17469|17469|17469|17469	10|3|3|4|8|8|5|4|0|1|2
333	21072	22668	CDC27,ANAPC5,ANAPC4,ANAPC1,FBXO5,CDC23	0.000002	0.1198	0.7835	0.683|0.543|0.0|0.0|0.0|0.0	381|668|17469|17469|17469|17469	9|11|9|17|5|1
334	20088	21684	ATM,BCL10,IKBKG,CARD10	0.000026	0.1199	0.7835	1.908|0.144|0.0|0.0	13|2775|17469|17469	55|3|2|4
335	19959	21555	GNAI3,RIC8A,GNAQ,GNB2	0.000009	0.1200	0.7835	0.236|0.078|0.0|0.0	2084|3378|17469|17469	6|2|3|0
336	21851	23451	COL5A2,VCAN,COL11A1,FBLN1,COL3A1,LOX,ECM2,EMILIN1,DCN,COL1A1,SPARC,TGFB1I1,MRC2,LOXL2,CTHRC1,FN1,FBN1,MMP14,PDGFB,PDGFRB,THBS2,COL12A1,LRP1,SH3PXD2B,COL16A1,COL1A2,BGN,LUM,COL4A1,COL4A2,COL5A1,COL5A3,COL6A1,COL6A2,COL6A3,ASPN,FANCC,ITGA5,AEBP1,FAP	0.000044	0.1202	0.7835	0.919|0.848|0.657|0.641|0.388|0.332|0.257|0.183|0.132|0.06|0.019|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0	158|213|429|454|1199|1482|1943|2470|2879|3543|3971|17469|17469|17469|17469|17469|17469|17469|17469|17469|17469|17469|17469|17469|17469|17469|17469|17469|17469|17469|17469|17469|17469|17469|17469|17469|17469|17469|17469|17469	19|36|28|9|15|6|9|6|5|9|3|4|10|8|6|23|29|4|2|5|14|24|33|6|11|9|2|2|13|12|12|14|1|5|29|3|6|7|6|8
337	20767	22363	GC,APOA4,APOC3,AZGP1,APOH	0.000014	0.1203	0.7835	0.321|0.23|0.0|0.0|0.0	1539|2117|17469|17469|17469	6|5|1|2|3
338	19990	21586	ACTB,ACTA1,GSN,TPM1	0.000008	0.1204	0.7835	1.209|0.113|0.0|0.0	57|3042|17469|17469	17|4|2|3
339	21647	23245	GZMA,IFNG,IL12B,GBP4,HLA-DPA1,B2M,PSMB8,HLA-F,APOL3,APOBEC3G,GBP5,BTN3A3	0.000034	0.1217	0.7892	0.289|0.242|0.165|0.14|0.096|0.06|0.057|0.036|0.0|0.0|0.0|0.0	1736|2039|2623|2805|3213|3543|3571|3779|17469|17469|17469|17469	4|3|4|8|4|2|4|5|2|1|6|7
340	20114	21710	SOS1,ABI1,NCK2,NCK1	0.000009	0.1220	0.7892	0.878|0.176|0.054|0.0	193|2542|3596|17469	21|5|5|2
341	20358	21954	KRAS,RAP1A,RAP1B,RAB7A	0.000010	0.1229	0.7920	1.252|0.064|0.0|0.0	51|3513|17469|17469	15|2|2|0
342	20852	22448	AMOT,MPP5,MPDZ,LIN7C,PATJ	0.000013	0.1232	0.7920	0.432|0.236|0.076|0.0|0.0	1032|2084|3393|17469|17469	10|8|20|1|0
343	21655	23253	POLR3C,POLR1D,POLR1C,POLR3H,POLR3D,POLR3F,POLR3G,CRCP,POLR2E,POLR2F,POLR3A,POLR3B	0.000004	0.1235	0.7920	0.347|0.227|0.194|0.139|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0	1404|2142|2383|2812|17469|17469|17469|17469|17469|17469|17469|17469	8|4|6|3|1|1|1|1|3|2|11|4
344	21869	23469	BCLAF1,THRAP3,U2AF1,CLK2,SNRPB,YTHDC1,TRA2B,PLRG1,SRSF1,RBM39,SRSF2,SAP18,SRRT,PRPF3,SRSF3,SNRPE,CLK1,PPIG,SRSF4,SNRPA,SRSF9,TRA2A,HNRNPU,PNN,U2AF2,SF3A1,HNRNPL,CLK3,PRPF40A,CDC5L,PRPF4B,PRPF8,SNIP1,SNRNP70,LUC7L,LUC7L3,SRRM1,RBM25,RNPS1,SF3A2,SF3B2,SNRPD2,ACIN1,NCBP1,SRRM2,SRSF10,SRSF11,SRSF5,SRSF6,SRSF7	0.000007	0.1242	0.7942	1.359|0.93|0.705|0.695|0.682|0.562|0.518|0.511|0.506|0.412|0.394|0.349|0.25|0.221|0.151|0.148|0.141|0.094|0.085|0.066|0.061|0.029|0.021|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0	38|148|355|366|382|623|735|753|772|1105|1177|1395|1999|2188|2723|2745|2798|3230|3311|3502|3532|3864|3950|17469|17469|17469|17469|17469|17469|17469|17469|17469|17469|17469|17469|17469|17469|17469|17469|17469|17469|17469|17469|17469|17469|17469|17469|17469|17469|17469	22|17|8|11|7|8|7|8|6|9|5|4|12|10|3|2|7|8|6|7|3|3|9|6|4|6|3|2|5|7|7|9|2|2|3|2|5|8|1|1|5|1|16|2|29|0|4|2|4|1
345	20198	21794	LILRB3,LILRA6,SLC11A1,TLR2	0.000023	0.1249	0.7963	0.472|0.123|0.0|0.0	885|2964|17469|17469	10|7|2|3
346	22389	cut0.3-385	LCE2B,LCE2D,LCE2A,LCE1A,LCE1B,LCE2C	0.000018	0.1257	0.7968	0.181|0.18|0.004|0.0|0.0|0.0	2485|2497|4140|17469|17469|17469	2|2|1|0|0|0
347	21629	23227	SNRPB,SNRPA1,SNRPE,SNRPA,SNRPB2,SNRPG,SNRPF,SNRNP200,SNRPD1,SNRPD2,SNRPD3,PRPF31	0.000004	0.1257	0.7968	0.682|0.239|0.148|0.066|0.035|0.002|0.0|0.0|0.0|0.0|0.0|0.0	382|2063|2745|3502|3792|4163|17469|17469|17469|17469|17469|17469	7|4|2|7|3|1|0|4|1|1|1|3
348	22476	cut0.3-466	121 genes including: RHOA,KIAA0368,PSMC6,UBE3A,NGLY1,PRDX4,PSMD1,SCNM1,NAA25,TUBA1A,PSMA6,PAAF1,CETN2,RND1,PSMA5,PRDX1,C18orf32,DDI2,RBP1,UBQLN2,TUBB2A,RAD23A,PSMB7,BZW1,TUBB6,PSMB3,LYSMD2,PSMC3,PSMB8,XPA,PSMG1,PSMA2,PSMA3,PSMA4,PSMA7,VPS25,PSMB1,PSMB10,PSMB2,PSMB5,PSMB6,UBE4B,PSMC1,PSMC2,PSMC4,PSMC5,PSMD10,PSMD11,PSMD12,PSMD13	0.000311	0.1269	0.8011	1.462|1.342|0.871|0.609|0.587|0.573|0.491|0.477|0.469|0.464|0.409|0.401|0.384|0.38|0.378|0.365|0.361|0.337|0.317|0.283|0.254|0.228|0.151|0.146|0.145|0.099|0.097|0.078|0.057|0.039|0.022|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0	30|41|198|528|568|601|825|859|894|911|1117|1150|1215|1230|1242|1317|1339|1459|1558|1776|1966|2130|2723|2755|2765|3173|3203|3378|3571|3737|3938|17469|17469|17469|17469|17469|17469|17469|17469|17469|17469|17469|17469|17469|17469|17469|17469|17469|17469|17469	19|19|11|12|10|7|8|6|14|8|6|7|4|5|5|4|3|6|5|7|6|6|4|4|7|3|3|5|4|3|3|2|1|3|1|1|1|1|2|2|1|8|2|7|2|4|0|4|4|0
349	21957	cut0.2-49	ZFY,TMSB4Y,NLGN4Y,USP9Y,SRY	0.000031	0.1271	0.8011	0.27|0.155|0.036|0.0|0.0	1865|2685|3779|17469|17469	7|1|4|11|0
350	20572	22168	CLTC,AP2B1,AP2A1,CLINT1	0.000005	0.1283	0.8059	0.571|0.543|0.043|0.0	605|668|3697|17469	19|12|5|3
351	21039	22635	EAPP,ZNHIT2,DDX23,ECD,AAR2,TSSC4	0.000042	0.1286	0.8059	0.438|0.215|0.124|0.0|0.0|0.0	1006|2228|2951|17469|17469|17469	6|6|10|4|4|1
352	20180	21776	CPLX1,SYT1,SNAP25,STX1A	0.000012	0.1295	0.8068	0.245|0.069|0.0|0.0	2022|3465|17469|17469	3|7|3|1
353	20322	21918	CBX1,BRD4,CHD4,HIST1H3A	0.000006	0.1298	0.8068	0.139|0.092|0.0|0.0	2812|3254|17469|17469	3|13|24|1
354	20673	22269	NFKBIA,UBE2D3,UBE2D1,RNF146,RNF31	0.000022	0.1299	0.8068	0.544|0.17|0.041|0.0|0.0	663|2594|3713|17469|17469	6|3|2|0|9
355	20109	21705	C12orf4,TBCK,PPP1R21,CRYZL1	0.000021	0.1302	0.8068	0.472|0.101|0.0|0.0	885|3146|17469|17469	8|8|7|3
356	20002	21598	NFATC1,JUN,GSK3B,PIAS1	0.000011	0.1308	0.8082	0.636|0.175|0.0|0.0	465|2554|17469|17469	14|4|4|3
357	21551	23148	TUBG1,MZT2A,MZT1,TUBGCP6,NME7,TUBGCP2,TUBGCP3,TUBGCP4,TUBGCP5,MZT2B	0.000002	0.1317	0.8111	0.248|0.071|0.04|0.0|0.0|0.0|0.0|0.0|0.0|0.0	2009|3441|3723|17469|17469|17469|17469|17469|17469|17469	6|2|1|11|3|7|6|2|7|1
358	20165	21761	EPC1,JAZF1,EPC2,MORF4L2	0.000021	0.1320	0.8111	0.392|0.132|0.0|0.0	1185|2879|17469|17469	9|3|5|1
359	20092	21688	DDX5,DHX9,SNRPA,HNRNPM	0.000003	0.1331	0.8156	0.52|0.369|0.066|0.0	728|1293|3502|17469	11|19|7|3
360	19947	21543	COG5,COG1,COG7,COPA	0.000007	0.1340	0.8188	0.916|0.175|0.0|0.0	160|2554|17469|17469	14|9|8|12
361	20722	22318	BMI1,RYBP,YAF2,CBX4,RING1	0.000006	0.1344	0.8190	0.118|0.088|0.063|0.0|0.0	3000|3285|3519|17469|17469	4|2|2|7|3
362	22347	cut0.3-339	CD1E,CD1A,CD1B,CD1C	0.000025	0.1357	0.8230	0.747|0.124|0.0|0.0	305|2951|17469|17469	13|6|3|2
363	21051	22647	TRAPPC4,TRAPPC6A,TRAPPC2,TRAPPC3,TRAPPC1,TRAPPC10	0.000001	0.1358	0.8230	0.254|0.119|0.0|0.0|0.0|0.0	1966|2992|17469|17469|17469|17469	4|3|1|1|0|15
364	20731	22327	ZCCHC8,RBM7,SKIV2L2,PPP2R2D,EXOSC3	0.000027	0.1377	0.8322	0.507|0.225|0.031|0.009|0.0	769|2160|3843|4084|17469	12|4|11|5|0
